"X"	"Zillow_Home_ID"	"Current_Price"	"Price_Each_SQFT"	"Price_History"	"Tax_History"	"URL"	"Address"	"Zip_Code"	"Neighborhood"	"School"	"Lot_Size"	"Floor_Size"	"MLS_Number"	"Parcel_Number"	"Stories"	"Built_Year"	"Last_Remodel_Year"	"House_Type"	"Structure_Type"	"Bath_Num"	"Bed_Num"	"Room_Num"
"295"	295	44479911	"7,95,000"	260	NA	NA	"https://www.zillow.com/homedetails/44479911_zpid/"	"3500HedrickSt,Jacksonville,FL32205"	"32205"	"Avondale"	"2_WestRiversideElementary_PK-5_0.8mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_0.7mi"	"10,301"	"3,055"	"868464"	785740000	2	1961	1990	"SingleFamily"	"Contemporary"	"5"	"3"	NA
"296"	296	44499035	"2,99,000"	124	NA	NA	"https://www.zillow.com/homedetails/44499035_zpid/"	"4717AvonLn,Jacksonville,FL32210"	"32210"	"OrtegaForest"	"10_JohnStocktonElementary_K-5_0.3mi;2_LakeShoreMiddle_6-8_1.4mi;3_RobertE.LeeHigh_9-12_2.9mi"	NA	"2,405"	"870032"	1009790000	1	1956	NA	"SingleFamily"	"Ranch"	"3"	"4"	NA
"297"	297	44482688	"9,95,000"	273	NA	NA	"https://www.zillow.com/homedetails/44482688_zpid/"	"1320RiverOaksRd,Jacksonville,FL32207"	"32207"	"SanMarco"	"9_HendricksAvenueElementary_K-5_0.5mi;5_AlfredI.DupontMiddle_6-8_3.1mi;4_SamuelW.WolfsonHigh_9-12_3.6mi"	"80"	"3,644"	"870906"	823580000	NA	1937	NA	"SingleFamily"	NA	"5"	"4"	NA
"298"	298	44482930	"6,07,000"	188	NA	NA	"https://www.zillow.com/homedetails/44482930_zpid/"	"910OrientalGardensRd,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.3mi;5_AlfredI.DupontMiddle_6-8_3.0mi;4_SamuelW.WolfsonHigh_9-12_3.6mi"	"10,576"	"3,231"	"471444"	826090000	1	1964	NA	"SingleFamily"	"Ranch"	"3"	"4"	NA
"299"	299	44480619	"6,75,000"	216	NA	NA	"https://www.zillow.com/homedetails/44480619_zpid/"	"3333RiversideAve,Jacksonville,FL32205"	"32205"	"Avondale"	"2_WestRiversideElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_2.2mi;3_RobertE.LeeHigh_9-12_0.5mi"	"8,135"	"3,124"	"869969"	794160000	2	1923	1995	"SingleFamily"	NA	"3"	"4"	NA
"300"	300	44483521	"18,00,000"	437	NA	NA	"https://www.zillow.com/homedetails/44483521_zpid/"	"4158AlhambraDrW,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_1.0mi;5_AlfredI.DupontMiddle_6-8_2.7mi;4_SamuelW.WolfsonHigh_9-12_3.6mi"	"100"	"4,115"	"868762"	832550000	NA	1954	NA	"SingleFamily"	NA	"4"	"3"	NA
"301"	301	44499517	"7,79,000"	187	NA	NA	"https://www.zillow.com/homedetails/44499517_zpid/"	"3703OrtegaBlvd,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_0.4mi;2_LakeShoreMiddle_6-8_1.7mi;3_RobertE.LeeHigh_9-12_1.6mi"	NA	"4,170"	"869252"	1013360000	NA	1951	NA	"SingleFamily"	NA	"5"	"4"	NA
"302"	302	44497611	"5,34,900"	177	NA	NA	"https://www.zillow.com/homedetails/44497611_zpid/"	"4308PhillipsPl,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.9mi;5_AlfredI.DupontMiddle_6-8_2.3mi;4_SamuelW.WolfsonHigh_9-12_3.2mi"	NA	"3,021"	"868902"	994320190	2	1976	NA	"SingleFamily"	"Other"	"4"	"5"	NA
"303"	303	44500905	"6,75,000"	192	NA	NA	"https://www.zillow.com/homedetails/44500905_zpid/"	"5118YachtClubRd,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_1.6mi;2_LakeShoreMiddle_6-8_2.5mi;3_RobertE.LeeHigh_9-12_3.4mi"	"9,374"	"3,521"	"868927"	1027100000	NA	1980	NA	"SingleFamily"	NA	"4"	"3"	NA
"304"	304	44482546	"6,69,500"	223	NA	NA	"https://www.zillow.com/homedetails/44482546_zpid/"	"913SaratogaDr,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.3mi;5_AlfredI.DupontMiddle_6-8_2.9mi;4_SamuelW.WolfsonHigh_9-12_3.5mi"	"0.54"	"3,000"	"868250"	822100000	3	1936	2002	"SingleFamily"	"Other"	"3"	"4"	14
"305"	305	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/117146890_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306"	306	2095455216	"10,000"	14	NA	NA	"https://www.zillow.com/homedetails/2095455216_zpid/"	"5400CollinsRdLOT121,Jacksonville,FL32244"	"32244"	"OrtegaHills"	"2_J.E.B.StuartMiddle_6-8_3.6mi;3_RobertE.LeeHigh_9-12_6.8mi;10_OrangeParkElementary_K-6_2.0mi"	NA	"700"	NA	NA	1	1978	2016	"Mobile/Manufactured"	NA	NA	"2"	NA
"307"	307	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126878089_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"308"	308	89856189	"1,05,200"	NA	NA	NA	"https://www.zillow.com/homedetails/89856189_zpid/"	"7749PlantRd,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_1.0mi;3_JosephStilwellMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_0.8mi"	"5.05"	"2,784"	NA	104270020	1	NA	2008	NA	NA	"2.5"	"3"	NA
"309"	309	44489133	"2,10,000"	156	NA	NA	"https://www.zillow.com/homedetails/44489133_zpid/"	"2249GilmoreSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.3mi;3_RobertE.LeeHigh_9-12_1.2mi;9_LavillaSchooloftheArts_6-8_1.5mi"	"5,952"	"1,344"	"852780"	915570000	1	1921	1985	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"310"	310	44501838	"1,55,000"	135	NA	NA	"https://www.zillow.com/homedetails/44501838_zpid/"	"5932CreedCt,Jacksonville,FL32244"	"32244"	"Wesconnett"	"1_TimucuanElementary_PK-5_0.4mi;2_J.E.B.StuartMiddle_6-8_1.5mi;2_NathanB.ForrestHigh_9-12_3.1mi"	"0.35"	"1,152"	"862617"	1035171070	1	1980	1980	"SingleFamily"	NA	"2"	"4"	NA
"311"	311	44488385	"2,08,000"	158	NA	NA	"https://www.zillow.com/homedetails/44488385_zpid/"	"1846MargaretStAPT7A,Jacksonville,FL32204"	"32204"	"Riverside"	"2_WestRiversideElementary_PK-5_1.0mi;2_LakeShoreMiddle_6-8_3.6mi;3_RobertE.LeeHigh_9-12_1.5mi"	NA	"1,313"	"835445"	904840046	11	1926	NA	"Condo"	"Other"	"2"	"2"	NA
"312"	312	44500700	"1,79,000"	120	NA	NA	"https://www.zillow.com/homedetails/44500700_zpid/"	"4327GaribaldiAve,Jacksonville,FL32210"	"32210"	"Venetia"	"4_VenetiaElementary_K-5_0.1mi;2_LakeShoreMiddle_6-8_2.4mi;3_RobertE.LeeHigh_9-12_3.7mi"	"1"	"1,497"	"851057"	1025060000	1	1950	2011	"SingleFamily"	"Other"	"2"	"3"	8
"313"	313	44417147	"94,900"	46	NA	NA	"https://www.zillow.com/homedetails/44417147_zpid/"	"2638SpringLakeRd,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.4mi;3_EdwardH.WhiteHigh_9-12_1.7mi"	NA	"2,072"	"850408"	127240946	NA	1983	NA	"SingleFamily"	NA	"2"	"4"	NA
"314"	314	44495894	"79,500"	72	NA	NA	"https://www.zillow.com/homedetails/44495894_zpid/"	"7708ClubDuclayDr,Jacksonville,FL32244"	"32244"	"DuclayForest"	"1_SadieT.TillisElementary_K-5_1.1mi;2_J.E.B.StuartMiddle_6-8_2.9mi;2_NathanB.ForrestHigh_9-12_3.0mi"	"4,787"	"1,105"	NA	989261170	1	1985	1985	"SingleFamily"	"Ranch"	"2"	"2"	4
"315"	315	89836933	"1,80,000"	160	NA	NA	"https://www.zillow.com/homedetails/89836933_zpid/"	"1068DancySt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.0mi;2_LakeShoreMiddle_6-8_2.2mi;3_RobertE.LeeHigh_9-12_1.0mi"	NA	"1,128"	"867471"	615870005	NA	2008	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"316"	316	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/118286381_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"317"	317	44469685	"1,99,000"	150	NA	NA	"https://www.zillow.com/homedetails/44469685_zpid/"	"4529LawnviewSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_2.4mi;3_RobertE.LeeHigh_9-12_1.2mi"	"4,666"	"1,323"	"865332"	622700000	1	1942	1985	"SingleFamily"	"Other"	"2"	"3"	NA
"318"	318	44469910	"1,35,000"	67	NA	NA	"https://www.zillow.com/homedetails/44469910_zpid/"	"4540AttleboroSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.2mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_1.2mi"	"7,405"	"2,012"	"853529"	624960000	NA	1928	NA	"SingleFamily"	NA	"3"	"3"	NA
"319"	319	2144030814	"2,00,000"	29	NA	NA	"https://www.zillow.com/homedetails/2144030814_zpid/"	"2210OxbowRd,Jacksonville,FL32210"	"32210"	"Herlong"	"2_NormandyVillageElementary_K-5_0.5mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_1.7mi"	NA	"6,937"	"852214"	NA	1	1966	NA	"MultiFamily"	NA	NA	"2"	NA
"320"	320	44503683	":7,92019795796:13,833359:::200188,000"	NA	NA	NA	"https://www.zillow.com/homedetails/44503683_zpid/"	"4861LoftyPinesCirW,Jacksonville,FL32210"	"32210"	"OrtegaFarms"	"1_TimucuanElementary_PK-5_0.9mi;2_J.E.B.StuartMiddle_6-8_0.6mi;2_NathanB.ForrestHigh_9-12_2.4mi"	"7,920"	"1,500"	NA	1046310368	1	1979	2009	"SingleFamily"	"Ranch"	"2"	"3"	10
"321"	321	2095852302	"35,000"	22	NA	NA	"https://www.zillow.com/homedetails/2095852302_zpid/"	"8985NormandyBlvdLOT111,Jacksonville,FL32221"	"32221"	"NormandyEstate"	"5_CrystalSpringsElementary_PK-5_0.9mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	NA	"1,600"	NA	NA	NA	NA	2016	NA	NA	"2"	"3"	NA
"322"	322	44466044	"13,000"	12	NA	NA	"https://www.zillow.com/homedetails/44466044_zpid/"	"3131ThomasSt,Jacksonville,FL32254"	"32254"	"Lackawanna"	"6_PinedaleElementary_PK-5_0.8mi;3_RobertE.LeeHigh_9-12_1.3mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.5mi"	"4,356"	"1,040"	NA	572250000	1	1943	1943	"SingleFamily"	NA	NA	"3"	NA
"323"	323	44471894	"1,79,000"	133	NA	NA	"https://www.zillow.com/homedetails/44471894_zpid/"	"738AcostaSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.1mi;3_RobertE.LeeHigh_9-12_0.9mi;9_LavillaSchooloftheArts_6-8_1.8mi"	"6,500"	"1,349"	"867635"	650840000	2	1927	2005	"SingleFamily"	"Other"	NA	"3"	6
"324"	324	44465292	"18,000"	17	NA	NA	"https://www.zillow.com/homedetails/44465292_zpid/"	"2793FitzgeraldSt,Jacksonville,FL32254"	"32254"	"Lackawanna"	"2_RuthN.UpsonElementary_PK-5_1.8mi;3_RobertE.LeeHigh_9-12_1.2mi;9_LavillaSchooloftheArts_6-8_2.0mi"	NA	"1,086"	"862069"	562530000	NA	1924	NA	"SingleFamily"	"Other"	NA	"2"	NA
"325"	325	44471939	"1,09,000"	102	NA	NA	"https://www.zillow.com/homedetails/44471939_zpid/"	"2544PhyllisSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.1mi;3_RobertE.LeeHigh_9-12_1.1mi;9_LavillaSchooloftheArts_6-8_1.7mi"	"5,825"	"1,064"	"861855"	651580000	1	1922	NA	"SingleFamily"	"Bungalow"	NA	"3"	NA
"326"	326	44501714	"39,000"	23	NA	NA	"https://www.zillow.com/homedetails/44501714_zpid/"	"6484AlineRd,Jacksonville,FL32244"	"32244"	"DuclayForest"	"1_TimucuanElementary_PK-5_0.9mi;2_J.E.B.StuartMiddle_6-8_1.4mi;2_NathanB.ForrestHigh_9-12_2.1mi"	"0.5"	"1,701"	NA	1034640040	1	1986	1986	"Mobile/Manufactured"	NA	"2"	"3"	NA
"327"	327	44420552	"1,19,000"	92	NA	NA	"https://www.zillow.com/homedetails/44420552_zpid/"	"7895GulfRdS,Jacksonville,FL32244"	"32244"	"JacksonvilleHeights"	"2_JacksonvilleHeightsElementary_K-5_0.3mi;2_JeffersonDavisMiddle_6-8_1.6mi;2_NathanB.ForrestHigh_9-12_1.0mi"	NA	"1,289"	"852054"	146034020	NA	1987	NA	"SingleFamily"	NA	"2"	"3"	NA
"328"	328	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126749505_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"329"	329	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128824799_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"330"	330	44502609	"48,000"	45	NA	NA	"https://www.zillow.com/homedetails/44502609_zpid/"	"5400LaMoyaAveAPT26,Jacksonville,FL32210"	"32210"	"ConfederatePoint"	"2_StonewallJacksonElementary_K-5_1.0mi;2_J.E.B.StuartMiddle_6-8_0.6mi;2_NathanB.ForrestHigh_9-12_2.4mi"	NA	"1,062"	"854932"	1038190654	2	1975	NA	"Condo"	"Other"	"2"	"2"	NA
"331"	331	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/124830286_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"332"	332	2095520770	"33,900"	32	NA	NA	"https://www.zillow.com/homedetails/2095520770_zpid/"	"10201WestStW#DEVOE,Jacksonville,FL32220"	"32220"	"Whitehouse"	"6_WhitehouseElementary_K-5_1.4mi;3_JosephStilwellMiddle_6-8_3.0mi;3_EdwardH.WhiteHigh_9-12_4.0mi"	"1,980"	"1,056"	NA	NA	1	2016	NA	"Mobile/Manufactured"	"Other"	"2"	"3"	8
"333"	333	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/117356720_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	334	44468180	"1,24,900"	76	NA	NA	"https://www.zillow.com/homedetails/44468180_zpid/"	"5135BenningRd,Jacksonville,FL32254"	"32254"	"Edgewood"	"3_RamonaBoulevardElementary_K-5_0.7mi;3_RobertE.LeeHigh_9-12_2.0mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.5mi"	"9,583"	"1,640"	"853338"	603100000	1	1947	2016	"SingleFamily"	"Ranch"	"2"	"4"	7
"335"	335	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128816342_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336"	336	44482482	"1,04,900"	125	NA	NA	"https://www.zillow.com/homedetails/44482482_zpid/"	"2402MitchellPl,Jacksonville,FL32207"	"32207"	"SanMarco"	"9_HendricksAvenueElementary_K-5_0.9mi;5_AlfredI.DupontMiddle_6-8_3.4mi;4_SamuelW.WolfsonHigh_9-12_3.9mi"	NA	"840"	"868528"	821270000	1	1950	NA	"MultiFamily"	"Bungalow"	"--"	"2"	NA
"337"	337	44471581	"2,79,000"	218	NA	NA	"https://www.zillow.com/homedetails/44471581_zpid/"	"2877ForbesSt,Jacksonville,FL32205"	"32205"	"Riverside"	"2_WestRiversideElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_2.9mi;3_RobertE.LeeHigh_9-12_0.4mi"	"6,000"	"1,280"	"861248"	645900000	NA	2009	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"338"	338	44471687	"1,59,900"	140	NA	NA	"https://www.zillow.com/homedetails/44471687_zpid/"	"2670MyraSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.3mi;3_RobertE.LeeHigh_9-12_0.7mi;9_LavillaSchooloftheArts_6-8_2.0mi"	"5,401"	"1,140"	"863511"	647530000	1	1926	2003	"SingleFamily"	"Bungalow"	"2"	"2"	NA
"339"	339	44468926	"1,19,900"	63	NA	NA	"https://www.zillow.com/homedetails/44468926_zpid/"	"3538CollegePl,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_2.6mi;3_RobertE.LeeHigh_9-12_0.8mi"	NA	"1,916"	"866993"	613230000	NA	1973	NA	"SingleFamily"	"Other"	"3"	"4"	NA
"340"	340	44503488	"68,000"	47	NA	NA	"https://www.zillow.com/homedetails/44503488_zpid/"	"4737SeaboardAve,Jacksonville,FL32210"	"32210"	"OrtegaFarms"	"1_TimucuanElementary_PK-5_1.0mi;2_J.E.B.StuartMiddle_6-8_0.6mi;2_NathanB.ForrestHigh_9-12_2.4mi"	"10,182"	"1,440"	NA	1046310004	1	1938	1966	"SingleFamily"	"Other"	"2"	"3"	NA
"341"	341	44417778	"1,06,000"	76	NA	NA	"https://www.zillow.com/homedetails/44417778_zpid/"	"3816RanchoRdE,Jacksonville,FL32221"	"32221"	"JacksonvilleHeightsWest"	"2_NormandyVillageElementary_K-5_2.9mi;3_JosephStilwellMiddle_6-8_4.2mi;3_EdwardH.WhiteHigh_9-12_4.1mi"	NA	"1,394"	"867523"	129480400	NA	1977	NA	"SingleFamily"	NA	"2"	"3"	NA
"342"	342	44469985	"1,54,000"	127	NA	NA	"https://www.zillow.com/homedetails/44469985_zpid/"	"1044MurrayDr,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_1.4mi"	"5,750"	"1,212"	"6079772"	625760000	1	1927	1970	"SingleFamily"	"Other"	NA	"3"	5
"343"	343	44468845	"1,34,500"	117	NA	NA	"https://www.zillow.com/homedetails/44468845_zpid/"	"3336CollegeSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_2.6mi;3_RobertE.LeeHigh_9-12_0.7mi"	NA	"1,152"	"871242"	612320000	NA	1945	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"344"	344	44488942	"2,25,000"	71	NA	NA	"https://www.zillow.com/homedetails/44488942_zpid/"	"2345MyraSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.3mi;3_RobertE.LeeHigh_9-12_1.1mi;9_LavillaSchooloftheArts_6-8_1.7mi"	NA	"3,180"	"864804"	913420000	0	1912	NA	"SingleFamily"	"Colonial"	"3"	"5"	NA
"345"	345	44532011	"2,69,900"	173	NA	NA	"https://www.zillow.com/homedetails/44532011_zpid/"	"2104HuntsfordRd,Jacksonville,FL32207"	"32207"	"Southside"	"2_SpringParkElementary_PK-5_0.8mi;2_SouthsideMiddle_6-8_4.0mi;3_EnglewoodHigh_9-12_3.0mi"	"4,500"	"1,560"	"871049"	1301080000	2	1947	2007	"SingleFamily"	"Colonial"	"3"	"3"	7
"346"	346	44474456	"34,500"	31	NA	NA	"https://www.zillow.com/homedetails/44474456_zpid/"	"5615SanJuanAveAPT405,Jacksonville,FL32210"	"32210"	"HydePark"	"4_BayviewElementary_PK-5_1.3mi;2_LakeShoreMiddle_6-8_1.2mi;3_EdwardH.WhiteHigh_9-12_1.7mi"	NA	"1,115"	"866177"	680115083	NA	1987	NA	"Condo"	NA	"2"	"2"	NA
"347"	347	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126406729_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348"	348	44464911	"20,000"	24	NA	NA	"https://www.zillow.com/homedetails/44464911_zpid/"	"441KingSt,Jacksonville,FL32204"	"32204"	"MixonTown"	"1_WestJacksonvilleElementary_PK-5_0.9mi;3_RobertE.LeeHigh_9-12_1.1mi;9_LavillaSchooloftheArts_6-8_1.9mi"	"962"	"828"	"867294"	556270000	NA	1929	NA	"SingleFamily"	NA	NA	"2"	NA
"349"	349	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126903516_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350"	350	44466061	"27,000"	18	NA	NA	"https://www.zillow.com/homedetails/44466061_zpid/"	"3134FitzgeraldSt,Jacksonville,FL32254"	"32254"	"Lackawanna"	"6_PinedaleElementary_PK-5_0.8mi;3_RobertE.LeeHigh_9-12_1.2mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.5mi"	"5,000"	"1,536"	"843511"	572460000	NA	1907	NA	"SingleFamily"	NA	"2"	"3"	NA
"351"	351	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128575430_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"352"	352	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128575406_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353"	353	89836288	"1,19,900"	99	NA	NA	"https://www.zillow.com/homedetails/89836288_zpid/"	"6693GentleOaksDrE,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_0.7mi;2_JeffersonDavisMiddle_6-8_1.8mi;2_NathanB.ForrestHigh_9-12_1.5mi"	"5,445"	"1,207"	"854936"	158620615	2	2008	NA	"SingleFamily"	NA	"3"	"3"	NA
"354"	354	44504162	"74,900"	61	NA	NA	"https://www.zillow.com/homedetails/44504162_zpid/"	"4124TyndaleDr,Jacksonville,FL32210"	"32210"	"CedarHillsEstate"	"2_StonewallJacksonElementary_K-5_0.2mi;2_J.E.B.StuartMiddle_6-8_0.7mi;3_EdwardH.WhiteHigh_9-12_2.3mi"	"10,228"	"1,235"	NA	1048960000	1	1955	1980	"SingleFamily"	NA	NA	"3"	NA
"355"	355	44471312	":6,78319207230:10,80893:::199734,000<U+2122>:<U+00A0>29"	NA	NA	NA	"https://www.zillow.com/homedetails/44471312_zpid/"	"1102AcostaSt,Jacksonville,FL32204"	"32204"	"Riverside"	"2_WestRiversideElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_3.1mi;3_RobertE.LeeHigh_9-12_0.7mi"	"6,783"	"2,371"	NA	642770000	2	1920	1970	"SingleFamily"	NA	"2"	"4"	NA
"356"	356	44422030	"24,900"	26	NA	NA	"https://www.zillow.com/homedetails/44422030_zpid/"	"9938BobbyRd,Jacksonville,FL32222"	"32222"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_0.6mi;2_NathanB.ForrestHigh_9-12_3.6mi;2_JeffersonDavisMiddle_6-8_3.9mi"	NA	"944"	"858820"	153360190	NA	1966	NA	"SingleFamily"	NA	NA	"2"	NA
"357"	357	81380023	"2006107:1,160:1,2444:2007262,200&"	NA	NA	NA	"https://www.zillow.com/homedetails/81380023_zpid/"	"1936McgirtsPointBlvd,Jacksonville,FL32221"	"32221"	"CrystalSprings"	"5_CrystalSpringsElementary_PK-5_1.9mi;3_JosephStilwellMiddle_6-8_3.3mi;3_EdwardH.WhiteHigh_9-12_3.5mi"	NA	NA	NA	89841570	NA	2006	NA	"SingleFamily"	NA	"3"	"5"	NA
"358"	358	128583826	":6,60020063733:346:::2007262,200"	NA	NA	NA	"https://www.zillow.com/homedetails/128583826_zpid/"	"McgirtsPointBlvd,Jacksonville,FL32221"	"32221"	"CrystalSprings"	"5_CrystalSpringsElementary_PK-5_1.9mi;3_JosephStilwellMiddle_6-8_3.3mi;3_EdwardH.WhiteHigh_9-12_3.5mi"	"6,600"	"3,079"	NA	89841570	2	2006	2006	"SingleFamily"	NA	"3"	"5"	NA
"359"	359	44465760	"14,500"	14	NA	NA	"https://www.zillow.com/homedetails/44465760_zpid/"	"3259LenoxAve,Jacksonville,FL32254"	"32254"	"Lackawanna"	"6_PinedaleElementary_PK-5_0.6mi;3_RobertE.LeeHigh_9-12_1.0mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.6mi"	"9,847"	"1,042"	NA	569080000	1	1919	1970	"SingleFamily"	NA	NA	"4"	10
"360"	360	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126071055_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"361"	361	44468377	":5,0501940139:1,607:1,97823:::2009104,000<U+2122>:<U+00A0>29&"	NA	NA	NA	"https://www.zillow.com/homedetails/44468377_zpid/"	"4051GreenSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_2.7mi;3_RobertE.LeeHigh_9-12_1.1mi"	"5,050"	"924"	NA	605770000	NA	1940	NA	"SingleFamily"	NA	NA	"2"	NA
"362"	362	126071042	":5,10919402928:70:::2009104,000<U+2122>:<U+00A0>63"	NA	NA	NA	"https://www.zillow.com/homedetails/126071042_zpid/"	"GreenSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_2.7mi;3_RobertE.LeeHigh_9-12_1.1mi"	"5,109"	"924"	NA	605770000	1	1940	1960	"SingleFamily"	NA	NA	"2"	NA
"363"	363	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128660649_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"364"	364	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128815916_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"365"	365	44472327	"79,900"	61	NA	NA	"https://www.zillow.com/homedetails/44472327_zpid/"	"4620KingsburySt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_1.3mi"	"6,969"	"1,307"	NA	657210000	NA	1949	NA	"SingleFamily"	NA	NA	"3"	6
